"","YearStart","LocationAbbr","LocationDesc","Question","DataValueUnit","DataValue","Question_short"
"826",2019,"TN","Tennessee","Depression among adults","%",25.4,"depression"
"827",2019,"TN","Tennessee","No leisure-time physical activity among adults","%",29,"noActivity"
"828",2019,"PA","Pennsylvania","Consumed vegetables less than one time daily among adults","%",19.6,"noVeg"
"829",2019,"OR","Oregon","Average mentally unhealthy days among adults","Number",3.2,"badDays"
"830",2019,"PA","Pennsylvania","Food insecure in the past 12 months among households","%",9.2,"noFood"
"831",2019,"TX","Texas","Unemployment rate among people 16 years and older in the labor force","%",4.4,"unemployment"
"832",2019,"SD","South Dakota","Per capita alcohol consumption among people aged 14 years and older","gallons",2.4,"alcohol"
"833",2019,"RI","Rhode Island","Food insecure in the past 12 months among households","%",8.4,"noFood"
"834",2019,"PA","Pennsylvania","Current cigarette smoking among adults","%",18,"smoking"
"835",2019,"TX","Texas","Routine checkup within the past year among adults","%",73.3,"doctor"
"836",2019,"RI","Rhode Island","No leisure-time physical activity among adults","%",26,"noActivity"
"837",2019,"OR","Oregon","High school completion among adults aged 18-24","%",86.7,"highSchool"
"838",2019,"SC","South Carolina","Lack of health insurance among adults aged 18-64 years","%",17.5,"noInsure"
"839",2019,"TN","Tennessee","Unemployment rate among people 16 years and older in the labor force","%",4.6,"unemployment"
"840",2019,"PA","Pennsylvania","Lack of health insurance among adults aged 18-64 years","%",10.8,"noInsure"
"841",2019,"PA","Pennsylvania","No leisure-time physical activity among adults","%",24.6,"noActivity"
"842",2019,"RI","Rhode Island","Unemployment rate among people 16 years and older in the labor force","%",4,"unemployment"
"843",2019,"TX","Texas","Depression among adults","%",17.2,"depression"
"844",2019,"SC","South Carolina","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",32,"smokeBan"
"845",2019,"SD","South Dakota","Obesity among adults","%",33.1,"obesity"
"846",2019,"SC","South Carolina","Consumed fruit less than one time daily among adults","%",42.2,"noFruit"
"847",2019,"TN","Tennessee","Current cigarette smoking among adults","%",20.8,"smoking"
"848",2019,"SC","South Carolina","Depression among adults","%",20.4,"depression"
"849",2019,"SC","South Carolina","Living below 150% of the poverty threshold among all people","%",23,"poverty"
"850",2019,"SD","South Dakota","No broadband internet subscription among households","%",15.3,"noInternet"
"851",2019,"PA","Pennsylvania","Frequent mental distress among adults","%",14.5,"mentalDistress"
"852",2019,"OR","Oregon","Frequent mental distress among adults","%",14.6,"mentalDistress"
"853",2019,"US","United States","Frequent mental distress among adults","%",13.9,"mentalDistress"
"854",2019,"TX","Texas","Average mentally unhealthy days among adults","Number",2.8,"badDays"
"855",2019,"RI","Rhode Island","Consumed fruit less than one time daily among adults","%",35.2,"noFruit"
"856",2019,"OR","Oregon","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",131,"cardioDeath"
"857",2019,"SC","South Carolina","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",164,"cardioDeath"
"858",2019,"US","United States","Per capita alcohol consumption among people aged 14 years and older","gallons",2.4,"alcohol"
"859",2019,"PA","Pennsylvania","Average mentally unhealthy days among adults","Number",3.2,"badDays"
"860",2019,"TN","Tennessee","High school completion among adults aged 18-24","%",88.9,"highSchool"
"861",2019,"RI","Rhode Island","Consumed vegetables less than one time daily among adults","%",20.5,"noVeg"
"862",2019,"OR","Oregon","Obesity among adults","%",28.8,"obesity"
"863",2019,"PR","Puerto Rico","Per capita alcohol consumption among people aged 14 years and older","gallons",NA,"alcohol"
"864",2019,"OR","Oregon","Food insecure in the past 12 months among households","%",10.3,"noFood"
"865",2019,"TN","Tennessee","Binge drinking prevalence among adults","%",15.7,"BingeDrink"
"866",2019,"SC","South Carolina","Unemployment rate among people 16 years and older in the labor force","%",4.7,"unemployment"
"867",2019,"RI","Rhode Island","Obesity among adults","%",30.1,"obesity"
"868",2019,"PA","Pennsylvania","Unemployment rate among people 16 years and older in the labor force","%",4.7,"unemployment"
"869",2019,"PA","Pennsylvania","Routine checkup within the past year among adults","%",77.6,"doctor"
"870",2019,"TX","Texas","Consumed fruit less than one time daily among adults","%",40.7,"noFruit"
"871",2019,"OR","Oregon","Depression among adults","%",25.1,"depression"
"872",2019,"SC","South Carolina","Frequent mental distress among adults","%",13.5,"mentalDistress"
"873",2019,"SC","South Carolina","Obesity among adults","%",35.5,"obesity"
"874",2019,"UT","Utah","Average mentally unhealthy days among adults","Number",4.7,"badDays"
"875",2019,"VA","Virginia","No broadband internet subscription among households","%",13.2,"noInternet"
"876",2019,"UT","Utah","Food insecure in the past 12 months among households","%",11.2,"noFood"
"877",2019,"WY","Wyoming","Living below 150% of the poverty threshold among all people","%",16.9,"poverty"
"878",2019,"US","United States","Unemployment rate among people 16 years and older in the labor force","%",4.5,"unemployment"
"879",2019,"WY","Wyoming","Average mentally unhealthy days among adults","Number",2.3,"badDays"
"880",2019,"WA","Washington","Obesity among adults","%",28.2,"obesity"
"881",2019,"UT","Utah","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",146.5,"cardioDeath"
"882",2019,"WA","Washington","Food insecure in the past 12 months among households","%",7.9,"noFood"
"883",2019,"VT","Vermont","Per capita alcohol consumption among people aged 14 years and older","gallons",3.1,"alcohol"
"884",2019,"WV","West Virginia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",65.1,"smokeBan"
"885",2019,"VA","Virginia","Routine checkup within the past year among adults","%",78.9,"doctor"
"886",2019,"WV","West Virginia","Consumed fruit less than one time daily among adults","%",46.2,"noFruit"
"887",2019,"VT","Vermont","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"888",2019,"VT","Vermont","Living below 150% of the poverty threshold among all people","%",17.4,"poverty"
"889",2019,"VT","Vermont","Lack of health insurance among adults aged 18-64 years","%",7.3,"noInsure"
"890",2019,"WY","Wyoming","Binge drinking prevalence among adults","%",19,"BingeDrink"
"891",2019,"WY","Wyoming","Food insecure in the past 12 months among households","%",11.2,"noFood"
"892",2019,"WY","Wyoming","Depression among adults","%",19.5,"depression"
"893",2019,"VT","Vermont","No broadband internet subscription among households","%",16.2,"noInternet"
"894",2019,"US","United States","Current cigarette smoking among adults","%",15.7,"smoking"
"895",2019,"UT","Utah","Depression among adults","%",22.8,"depression"
"896",2019,"WY","Wyoming","Obesity among adults","%",29.6,"obesity"
"897",2019,"VI","Virgin Islands","Average mentally unhealthy days among adults","Number",NA,"badDays"
"898",2019,"WA","Washington","Living below 150% of the poverty threshold among all people","%",15.8,"poverty"
"899",2020,"AL","Alabama","Per capita alcohol consumption among people aged 14 years and older","gallons",2.08,"alcohol"
"900",2019,"WY","Wyoming","No broadband internet subscription among households","%",12.4,"noInternet"
"901",2019,"VI","Virgin Islands","Depression among adults","%",NA,"depression"
"902",2019,"VT","Vermont","No leisure-time physical activity among adults","%",19.3,"noActivity"
"903",2019,"UT","Utah","Lack of health insurance among adults aged 18-64 years","%",14.7,"noInsure"
"904",2019,"WI","Wisconsin","No broadband internet subscription among households","%",14.3,"noInternet"
"905",2019,"UT","Utah","Binge drinking prevalence among adults","%",11,"BingeDrink"
"906",2019,"VT","Vermont","Frequent mental distress among adults","%",14.7,"mentalDistress"
"907",2019,"WI","Wisconsin","Living below 150% of the poverty threshold among all people","%",16.9,"poverty"
"908",2019,"VI","Virgin Islands","Routine checkup within the past year among adults","%",NA,"doctor"
"909",2019,"WV","West Virginia","Average mentally unhealthy days among adults","Number",2.4,"badDays"
"910",2019,"WA","Washington","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",134.8,"cardioDeath"
"911",2019,"WV","West Virginia","Unemployment rate among people 16 years and older in the labor force","%",5.6,"unemployment"
"912",2019,"US","United States","Obesity among adults","%",31.4,"obesity"
"913",2019,"US","United States","Routine checkup within the past year among adults","%",75.2,"doctor"
"914",2019,"WA","Washington","Unemployment rate among people 16 years and older in the labor force","%",4.5,"unemployment"
"915",2019,"VI","Virgin Islands","Consumed vegetables less than one time daily among adults","%",NA,"noVeg"
"916",2019,"WV","West Virginia","Food insecure in the past 12 months among households","%",14,"noFood"
"917",2019,"VI","Virgin Islands","Binge drinking prevalence among adults","%",NA,"BingeDrink"
"918",2019,"UT","Utah","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"919",2019,"VT","Vermont","Obesity among adults","%",27.1,"obesity"
"920",2019,"VA","Virginia","Consumed vegetables less than one time daily among adults","%",17.9,"noVeg"
"921",2019,"WY","Wyoming","Consumed fruit less than one time daily among adults","%",44.2,"noFruit"
"922",2019,"WY","Wyoming","Lack of health insurance among adults aged 18-64 years","%",19.9,"noInsure"
"923",2019,"VI","Virgin Islands","Consumed fruit less than one time daily among adults","%",40.3,"noFruit"
"924",2019,"UT","Utah","Consumed fruit less than one time daily among adults","%",37.4,"noFruit"
"925",2019,"WI","Wisconsin","Unemployment rate among people 16 years and older in the labor force","%",3.2,"unemployment"
"926",2019,"VT","Vermont","Consumed fruit less than one time daily among adults","%",34.6,"noFruit"
"927",2019,"WY","Wyoming","High school completion among adults aged 18-24","%",88.2,"highSchool"
"928",2019,"VI","Virgin Islands","Current cigarette smoking among adults","%",NA,"smoking"
"929",2019,"UT","Utah","Unemployment rate among people 16 years and older in the labor force","%",3,"unemployment"
"930",2019,"WA","Washington","No broadband internet subscription among households","%",8.7,"noInternet"
"931",2019,"WI","Wisconsin","Average mentally unhealthy days among adults","Number",4.3,"badDays"
"932",2019,"WY","Wyoming","No leisure-time physical activity among adults","%",24,"noActivity"
"933",2019,"VT","Vermont","Food insecure in the past 12 months among households","%",7.9,"noFood"
"934",2019,"VA","Virginia","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",149.1,"cardioDeath"
"935",2019,"VI","Virgin Islands","Food insecure in the past 12 months among households","%",NA,"noFood"
"936",2019,"WI","Wisconsin","Consumed fruit less than one time daily among adults","%",39.4,"noFruit"
"937",2019,"VA","Virginia","Average mentally unhealthy days among adults","Number",3.5,"badDays"
"938",2019,"US","United States","Food insecure in the past 12 months among households","%",10.4,"noFood"
"939",2020,"AL","Alabama","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",237.5,"cardioDeath"
"940",2019,"WY","Wyoming","Unemployment rate among people 16 years and older in the labor force","%",3.9,"unemployment"
"941",2019,"WA","Washington","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"942",2019,"VA","Virginia","Lack of health insurance among adults aged 18-64 years","%",13.3,"noInsure"
"943",2019,"WA","Washington","Consumed vegetables less than one time daily among adults","%",19.2,"noVeg"
"944",2019,"VI","Virgin Islands","Obesity among adults","%",NA,"obesity"
"945",2019,"WA","Washington","Binge drinking prevalence among adults","%",14.9,"BingeDrink"
"946",2019,"VA","Virginia","High school completion among adults aged 18-24","%",90,"highSchool"
"947",2019,"WI","Wisconsin","Consumed vegetables less than one time daily among adults","%",23.1,"noVeg"
"948",2019,"WA","Washington","Lack of health insurance among adults aged 18-64 years","%",12,"noInsure"
"949",2019,"WI","Wisconsin","Food insecure in the past 12 months among households","%",9.9,"noFood"
"950",2019,"WI","Wisconsin","Current cigarette smoking among adults","%",16.2,"smoking"
"951",2019,"VA","Virginia","Current cigarette smoking among adults","%",14.3,"smoking"
"952",2019,"WY","Wyoming","Consumed vegetables less than one time daily among adults","%",18.7,"noVeg"
"953",2019,"WI","Wisconsin","Depression among adults","%",21,"depression"
"954",2019,"WI","Wisconsin","Lack of health insurance among adults aged 18-64 years","%",11.5,"noInsure"
"955",2019,"VA","Virginia","Binge drinking prevalence among adults","%",16.1,"BingeDrink"
"956",2019,"WV","West Virginia","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",197.4,"cardioDeath"
"957",2019,"VT","Vermont","Consumed vegetables less than one time daily among adults","%",12.3,"noVeg"
"958",2019,"WA","Washington","Depression among adults","%",24.4,"depression"
"959",2020,"AL","Alabama","Binge drinking prevalence among adults","%",14.5,"BingeDrink"
"960",2019,"WY","Wyoming","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",150.4,"cardioDeath"
"961",2019,"WV","West Virginia","High school completion among adults aged 18-24","%",88.1,"highSchool"
"962",2019,"VA","Virginia","Depression among adults","%",17.3,"depression"
"963",2019,"WI","Wisconsin","Per capita alcohol consumption among people aged 14 years and older","gallons",3,"alcohol"
"964",2019,"US","United States","Living below 150% of the poverty threshold among all people","%",20.3,"poverty"
"965",2019,"VA","Virginia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"966",2019,"VT","Vermont","Routine checkup within the past year among adults","%",72.8,"doctor"
"967",2019,"VT","Vermont","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",151.6,"cardioDeath"
"968",2019,"WY","Wyoming","Current cigarette smoking among adults","%",18.9,"smoking"
"969",2019,"VT","Vermont","Current cigarette smoking among adults","%",16.2,"smoking"
"970",2019,"WV","West Virginia","Binge drinking prevalence among adults","%",13.9,"BingeDrink"
"971",2019,"WI","Wisconsin","Frequent mental distress among adults","%",13.3,"mentalDistress"
"972",2019,"VT","Vermont","Average mentally unhealthy days among adults","Number",3.8,"badDays"
"973",2019,"VI","Virgin Islands","Lack of health insurance among adults aged 18-64 years","%",NA,"noInsure"
"974",2019,"WA","Washington","High school completion among adults aged 18-24","%",85.9,"highSchool"
"975",2019,"WV","West Virginia","No broadband internet subscription among households","%",19.2,"noInternet"
"976",2019,"WA","Washington","Per capita alcohol consumption among people aged 14 years and older","gallons",2.2,"alcohol"
"977",2019,"WA","Washington","No leisure-time physical activity among adults","%",18.9,"noActivity"
"978",2019,"VT","Vermont","Unemployment rate among people 16 years and older in the labor force","%",3.6,"unemployment"
"979",2019,"VT","Vermont","High school completion among adults aged 18-24","%",92.1,"highSchool"
"980",2019,"WY","Wyoming","Per capita alcohol consumption among people aged 14 years and older","gallons",2.8,"alcohol"
"981",2019,"WV","West Virginia","Depression among adults","%",30.2,"depression"
"982",2019,"WV","West Virginia","Frequent mental distress among adults","%",22,"mentalDistress"
"983",2019,"WI","Wisconsin","High school completion among adults aged 18-24","%",89.6,"highSchool"
"984",2019,"UT","Utah","Per capita alcohol consumption among people aged 14 years and older","gallons",1.3,"alcohol"
"985",2019,"VT","Vermont","Depression among adults","%",22.8,"depression"
"986",2019,"WY","Wyoming","Routine checkup within the past year among adults","%",66.7,"doctor"
"987",2019,"WV","West Virginia","Routine checkup within the past year among adults","%",77.8,"doctor"
"988",2019,"UT","Utah","Frequent mental distress among adults","%",13.6,"mentalDistress"
"989",2019,"WV","West Virginia","Current cigarette smoking among adults","%",25.9,"smoking"
"990",2019,"VA","Virginia","Consumed fruit less than one time daily among adults","%",39.7,"noFruit"
"991",2019,"WY","Wyoming","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0.3,"smokeBan"
"992",2019,"WA","Washington","Current cigarette smoking among adults","%",12.9,"smoking"
"993",2019,"VA","Virginia","Obesity among adults","%",31.8,"obesity"
"994",2019,"VA","Virginia","Frequent mental distress among adults","%",13,"mentalDistress"
"995",2019,"WV","West Virginia","Living below 150% of the poverty threshold among all people","%",26.1,"poverty"
"996",2019,"WA","Washington","Routine checkup within the past year among adults","%",70.6,"doctor"
"997",2019,"US","United States","No leisure-time physical activity among adults","%",25.8,"noActivity"
"998",2019,"WA","Washington","Consumed fruit less than one time daily among adults","%",36.5,"noFruit"
"999",2019,"UT","Utah","Living below 150% of the poverty threshold among all people","%",16.2,"poverty"
"1000",2019,"VA","Virginia","No leisure-time physical activity among adults","%",24.8,"noActivity"
"1001",2019,"WI","Wisconsin","No leisure-time physical activity among adults","%",22.3,"noActivity"
"1002",2019,"VI","Virgin Islands","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"1003",2019,"VA","Virginia","Food insecure in the past 12 months among households","%",7.8,"noFood"
"1004",2019,"WA","Washington","Average mentally unhealthy days among adults","Number",4.1,"badDays"
"1005",2019,"UT","Utah","Current cigarette smoking among adults","%",7.9,"smoking"
"1006",2019,"UT","Utah","No broadband internet subscription among households","%",9.3,"noInternet"
"1007",2019,"WV","West Virginia","No leisure-time physical activity among adults","%",29.5,"noActivity"
"1008",2019,"WY","Wyoming","Frequent mental distress among adults","%",13,"mentalDistress"
"1009",2019,"VI","Virgin Islands","Frequent mental distress among adults","%",NA,"mentalDistress"
"1010",2019,"WV","West Virginia","Obesity among adults","%",39.7,"obesity"
"1011",2019,"UT","Utah","High school completion among adults aged 18-24","%",90.3,"highSchool"
"1012",2019,"VI","Virgin Islands","No leisure-time physical activity among adults","%",NA,"noActivity"
"1013",2019,"WV","West Virginia","Per capita alcohol consumption among people aged 14 years and older","gallons",1.8,"alcohol"
"1014",2019,"US","United States","High school completion among adults aged 18-24","%",88.1,"highSchool"
"1015",2019,"US","United States","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",NA,"smokeBan"
"1016",2019,"WA","Washington","Frequent mental distress among adults","%",13.8,"mentalDistress"
"1017",2019,"WV","West Virginia","Lack of health insurance among adults aged 18-64 years","%",11.7,"noInsure"
"1018",2019,"WI","Wisconsin","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",100,"smokeBan"
"1019",2019,"US","United States","No broadband internet subscription among households","%",13.6,"noInternet"
"1020",2019,"US","United States","Lack of health insurance among adults aged 18-64 years","%",16.2,"noInsure"
"1021",2019,"UT","Utah","Consumed vegetables less than one time daily among adults","%",21.1,"noVeg"
"1022",2019,"WI","Wisconsin","Binge drinking prevalence among adults","%",23.4,"BingeDrink"
"1023",2019,"UT","Utah","No leisure-time physical activity among adults","%",18.7,"noActivity"
"1024",2019,"VT","Vermont","Binge drinking prevalence among adults","%",20.4,"BingeDrink"
"1025",2019,"VA","Virginia","Unemployment rate among people 16 years and older in the labor force","%",3.9,"unemployment"
"1026",2019,"WI","Wisconsin","Routine checkup within the past year among adults","%",74.2,"doctor"
"1027",2019,"VA","Virginia","Per capita alcohol consumption among people aged 14 years and older","gallons",2.2,"alcohol"
"1028",2019,"WV","West Virginia","Consumed vegetables less than one time daily among adults","%",19.4,"noVeg"
"1029",2019,"WI","Wisconsin","Obesity among adults","%",34.3,"obesity"
"1030",2019,"VI","Virgin Islands","Per capita alcohol consumption among people aged 14 years and older","gallons",NA,"alcohol"
"1031",2019,"WI","Wisconsin","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",158.8,"cardioDeath"
"1032",2019,"UT","Utah","Obesity among adults","%",29.9,"obesity"
"1033",2019,"VA","Virginia","Living below 150% of the poverty threshold among all people","%",16.1,"poverty"
"1034",2019,"UT","Utah","Routine checkup within the past year among adults","%",69.8,"doctor"
"1035",2020,"GU","Guam","Binge drinking prevalence among adults","%",15.3,"BingeDrink"
"1036",2020,"CA","California","Depression among adults","%",14.1,"depression"
"1037",2020,"CA","California","No leisure-time physical activity among adults","%",21.1,"noActivity"
"1038",2020,"CT","Connecticut","Six or more teeth lost among adults aged 65 years and older","%",27.8,"lostTeeth"
"1039",2020,"CO","Colorado","Lack of health insurance among adults aged 18-64 years","%",14.6,"noInsure"
"1040",2020,"CT","Connecticut","No leisure-time physical activity among adults","%",20.2,"noActivity"
"1041",2020,"FL","Florida","Depression among adults","%",15,"depression"
"1042",2020,"CA","California","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",27.6,"smokeBan"
"1043",2020,"DE","Delaware","Current cigarette smoking among adults","%",15.8,"smoking"
"1044",2020,"DE","Delaware","Obesity among adults","%",36.2,"obesity"
"1045",2020,"AR","Arkansas","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",222.5,"cardioDeath"
"1046",2020,"AR","Arkansas","No leisure-time physical activity among adults","%",28.8,"noActivity"
"1047",2020,"DE","Delaware","Depression among adults","%",15.9,"depression"
"1048",2020,"GU","Guam","Per capita alcohol consumption among people aged 14 years and older","gallons",NA,"alcohol"
"1049",2020,"GA","Georgia","Frequent mental distress among adults","%",14.6,"mentalDistress"
"1050",2020,"AR","Arkansas","Per capita alcohol consumption among people aged 14 years and older","gallons",1.92,"alcohol"
"1051",2020,"DC","District of Columbia","Six or more teeth lost among adults aged 65 years and older","%",34,"lostTeeth"
"1052",2020,"AK","Alaska","Binge drinking prevalence among adults","%",18.1,"BingeDrink"
"1053",2020,"CO","Colorado","Short sleep duration among adults","%",27.1,"shortSleep"
"1054",2020,"AL","Alabama","Current cigarette smoking among adults","%",19.5,"smoking"
"1055",2020,"FL","Florida","Average mentally unhealthy days among adults","Number",1.7,"badDays"
"1056",2020,"AK","Alaska","Visited dentist or dental clinic in the past year among adults","%",62.6,"dentist"
"1057",2020,"GA","Georgia","Per capita alcohol consumption among people aged 14 years and older","gallons",1.91,"alcohol"
"1058",2020,"DE","Delaware","Short sleep duration among adults","%",33.9,"shortSleep"
"1059",2020,"FL","Florida","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"1060",2020,"AZ","Arizona","Binge drinking prevalence among adults","%",15.3,"BingeDrink"
"1061",2020,"CT","Connecticut","Average mentally unhealthy days among adults","Number",3.2,"badDays"
"1062",2020,"CA","California","Per capita alcohol consumption among people aged 14 years and older","gallons",2.63,"alcohol"
"1063",2020,"AL","Alabama","Visited dentist or dental clinic in the past year among adults","%",61.3,"dentist"
"1064",2020,"GA","Georgia","Visited dentist or dental clinic in the past year among adults","%",60.5,"dentist"
"1065",2020,"AZ","Arizona","Depression among adults","%",17.7,"depression"
"1066",2020,"AL","Alabama","All teeth lost among adults aged 65 years and older","%",19.5,"noTeeth"
"1067",2020,"AK","Alaska","Short sleep duration among adults","%",31.6,"shortSleep"
"1068",2020,"AK","Alaska","Frequent mental distress among adults","%",9.9,"mentalDistress"
"1069",2020,"CA","California","No teeth lost among adults aged 18-64 years","%",68.9,"allTeeth"
"1070",2020,"DC","District of Columbia","No leisure-time physical activity among adults","%",18.5,"noActivity"
"1071",2020,"FL","Florida","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",143.1,"cardioDeath"
"1072",2020,"FL","Florida","Binge drinking prevalence among adults","%",15,"BingeDrink"
"1073",2020,"AK","Alaska","Current cigarette smoking among adults","%",18,"smoking"
"1074",2020,"CO","Colorado","Per capita alcohol consumption among people aged 14 years and older","gallons",2.97,"alcohol"
"1075",2020,"AL","Alabama","Frequent mental distress among adults","%",16.4,"mentalDistress"
"1076",2020,"AR","Arkansas","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0.5,"smokeBan"
"1077",2020,"AZ","Arizona","Per capita alcohol consumption among people aged 14 years and older","gallons",2.24,"alcohol"
"1078",2020,"AZ","Arizona","Routine checkup within the past year among adults","%",70.6,"doctor"
"1079",2020,"DC","District of Columbia","Current cigarette smoking among adults","%",11.7,"smoking"
"1080",2020,"CA","California","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",144,"cardioDeath"
"1081",2020,"CT","Connecticut","Binge drinking prevalence among adults","%",15.5,"BingeDrink"
"1082",2020,"CA","California","Binge drinking prevalence among adults","%",16.3,"BingeDrink"
"1083",2020,"GA","Georgia","Current cigarette smoking among adults","%",16.3,"smoking"
"1084",2020,"FL","Florida","All teeth lost among adults aged 65 years and older","%",14,"noTeeth"
"1085",2020,"AL","Alabama","Obesity among adults","%",39.3,"obesity"
"1086",2020,"GA","Georgia","No teeth lost among adults aged 18-64 years","%",64.3,"allTeeth"
"1087",2020,"DC","District of Columbia","Visited dentist or dental clinic in the past year among adults","%",68.1,"dentist"
"1088",2020,"AR","Arkansas","Binge drinking prevalence among adults","%",15.8,"BingeDrink"
"1089",2020,"CT","Connecticut","Per capita alcohol consumption among people aged 14 years and older","gallons",2.5,"alcohol"
"1090",2020,"CA","California","Short sleep duration among adults","%",31.3,"shortSleep"
"1091",2020,"AL","Alabama","Routine checkup within the past year among adults","%",74.7,"doctor"
"1092",2020,"DE","Delaware","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",159.6,"cardioDeath"
"1093",2020,"DE","Delaware","Average mentally unhealthy days among adults","Number",2.8,"badDays"
"1094",2020,"AZ","Arizona","Current cigarette smoking among adults","%",13.7,"smoking"
"1095",2020,"CA","California","Routine checkup within the past year among adults","%",64.9,"doctor"
"1096",2020,"DC","District of Columbia","Diseases of the heart mortality among all people, underlying cause","cases per 100,000",187.7,"cardioDeath"
"1097",2020,"CT","Connecticut","Visited dentist or dental clinic in the past year among adults","%",72.5,"dentist"
"1098",2020,"AZ","Arizona","Average mentally unhealthy days among adults","Number",3.2,"badDays"
"1099",2020,"CO","Colorado","Depression among adults","%",18.6,"depression"
"1100",2020,"GA","Georgia","Six or more teeth lost among adults aged 65 years and older","%",42.6,"lostTeeth"
"1101",2020,"AR","Arkansas","Lack of health insurance among adults aged 18-64 years","%",15.1,"noInsure"
"1102",2020,"AL","Alabama","Lack of health insurance among adults aged 18-64 years","%",17.9,"noInsure"
"1103",2020,"AR","Arkansas","Obesity among adults","%",37.2,"obesity"
"1104",2020,"AR","Arkansas","Short sleep duration among adults","%",35.8,"shortSleep"
"1105",2020,"AZ","Arizona","Visited dentist or dental clinic in the past year among adults","%",60.6,"dentist"
"1106",2020,"CT","Connecticut","All teeth lost among adults aged 65 years and older","%",9.7,"noTeeth"
"1107",2020,"CA","California","Average mentally unhealthy days among adults","Number",4,"badDays"
"1108",2020,"AR","Arkansas","All teeth lost among adults aged 65 years and older","%",22.3,"noTeeth"
"1109",2020,"DE","Delaware","Visited dentist or dental clinic in the past year among adults","%",63.9,"dentist"
"1110",2020,"AR","Arkansas","Average mentally unhealthy days among adults","Number",2.3,"badDays"
"1111",2020,"AZ","Arizona","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",8.1,"smokeBan"
"1112",2020,"GA","Georgia","Depression among adults","%",17.5,"depression"
"1113",2020,"FL","Florida","Visited dentist or dental clinic in the past year among adults","%",60.7,"dentist"
"1114",2020,"AR","Arkansas","Current cigarette smoking among adults","%",21.6,"smoking"
"1115",2020,"AL","Alabama","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",13.4,"smokeBan"
"1116",2020,"DC","District of Columbia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",0,"smokeBan"
"1117",2020,"CA","California","Visited dentist or dental clinic in the past year among adults","%",64.3,"dentist"
"1118",2020,"AK","Alaska","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",47,"smokeBan"
"1119",2020,"AZ","Arizona","All teeth lost among adults aged 65 years and older","%",13.6,"noTeeth"
"1120",2020,"CT","Connecticut","Obesity among adults","%",29.5,"obesity"
"1121",2020,"DE","Delaware","Lack of health insurance among adults aged 18-64 years","%",13.3,"noInsure"
"1122",2020,"CA","California","All teeth lost among adults aged 65 years and older","%",9.4,"noTeeth"
"1123",2020,"GA","Georgia","Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars","%",9.1,"smokeBan"
