"","Time","DayOfWeek","Month","DayOfMonth","Year","Hour","Minute"
"2706",2023-12-30 15:54:10,"Sat","Dec",30,2023,15,54
"2707",2023-12-30 15:50:23,"Sat","Dec",30,2023,15,50
"2708",2023-12-30 12:00:38,"Sat","Dec",30,2023,12,0
"2709",2023-12-30 06:22:43,"Sat","Dec",30,2023,6,22
"2710",2023-12-30 04:35:28,"Sat","Dec",30,2023,4,35
"2711",2023-12-29 22:54:23,"Fri","Dec",29,2023,22,54
"2712",2023-12-29 19:38:49,"Fri","Dec",29,2023,19,38
"2713",2023-12-29 19:13:21,"Fri","Dec",29,2023,19,13
"2714",2023-12-29 17:08:16,"Fri","Dec",29,2023,17,8
"2715",2023-12-29 17:00:40,"Fri","Dec",29,2023,17,0
"2716",2023-12-29 14:50:39,"Fri","Dec",29,2023,14,50
"2717",2023-12-29 11:06:22,"Fri","Dec",29,2023,11,6
"2718",2023-12-29 10:45:34,"Fri","Dec",29,2023,10,45
"2719",2023-12-29 06:53:30,"Fri","Dec",29,2023,6,53
"2720",2023-12-28 22:01:01,"Thu","Dec",28,2023,22,1
"2721",2023-12-28 20:37:54,"Thu","Dec",28,2023,20,37
"2722",2023-12-28 19:38:56,"Thu","Dec",28,2023,19,38
"2723",2023-12-28 18:42:33,"Thu","Dec",28,2023,18,42
"2724",2023-12-28 18:03:53,"Thu","Dec",28,2023,18,3
"2725",2023-12-28 17:25:44,"Thu","Dec",28,2023,17,25
"2726",2023-12-28 16:49:45,"Thu","Dec",28,2023,16,49
"2727",2023-12-28 15:03:59,"Thu","Dec",28,2023,15,3
"2728",2023-12-28 15:01:13,"Thu","Dec",28,2023,15,1
"2729",2023-12-28 13:15:17,"Thu","Dec",28,2023,13,15
"2730",2023-12-28 11:55:41,"Thu","Dec",28,2023,11,55
"2731",2023-12-28 11:02:18,"Thu","Dec",28,2023,11,2
"2732",2023-12-28 03:10:20,"Thu","Dec",28,2023,3,10
"2733",2023-12-28 00:57:58,"Thu","Dec",28,2023,0,57
"2734",2023-12-28 00:23:34,"Thu","Dec",28,2023,0,23
"2735",2023-12-27 23:24:53,"Wed","Dec",27,2023,23,24
"2736",2023-12-27 23:12:12,"Wed","Dec",27,2023,23,12
"2737",2023-12-27 20:52:43,"Wed","Dec",27,2023,20,52
"2738",2023-12-27 19:51:40,"Wed","Dec",27,2023,19,51
"2739",2023-12-27 19:42:45,"Wed","Dec",27,2023,19,42
"2740",2023-12-27 19:39:22,"Wed","Dec",27,2023,19,39
"2741",2023-12-27 19:24:07,"Wed","Dec",27,2023,19,24
"2742",2023-12-27 19:22:40,"Wed","Dec",27,2023,19,22
"2743",2023-12-27 18:30:16,"Wed","Dec",27,2023,18,30
"2744",2023-12-27 17:02:54,"Wed","Dec",27,2023,17,2
"2745",2023-12-27 16:13:34,"Wed","Dec",27,2023,16,13
"2746",2023-12-27 16:02:21,"Wed","Dec",27,2023,16,2
"2747",2023-12-27 15:51:10,"Wed","Dec",27,2023,15,51
"2748",2023-12-27 02:53:43,"Wed","Dec",27,2023,2,53
"2749",2023-12-26 17:18:02,"Tue","Dec",26,2023,17,18
"2750",2023-12-26 19:47:34,"Tue","Dec",26,2023,19,47
"2751",2023-12-26 19:15:34,"Tue","Dec",26,2023,19,15
"2752",2023-12-26 19:04:54,"Tue","Dec",26,2023,19,4
"2753",2023-12-26 18:54:22,"Tue","Dec",26,2023,18,54
"2754",2023-12-26 17:50:29,"Tue","Dec",26,2023,17,50
"2755",2023-12-26 17:32:31,"Tue","Dec",26,2023,17,32
"2756",2023-12-26 17:31:09,"Tue","Dec",26,2023,17,31
"2757",2023-12-26 17:10:39,"Tue","Dec",26,2023,17,10
"2758",2023-12-26 16:19:37,"Tue","Dec",26,2023,16,19
"2759",2023-12-26 16:17:53,"Tue","Dec",26,2023,16,17
"2760",2023-12-26 16:08:11,"Tue","Dec",26,2023,16,8
"2761",2023-12-26 16:05:45,"Tue","Dec",26,2023,16,5
"2762",2023-12-26 16:01:12,"Tue","Dec",26,2023,16,1
"2763",2023-12-26 11:55:09,"Tue","Dec",26,2023,11,55
"2764",2023-12-26 07:16:23,"Tue","Dec",26,2023,7,16
"2765",2023-12-25 18:30:51,"Mon","Dec",25,2023,18,30
"2766",2023-12-25 18:12:31,"Mon","Dec",25,2023,18,12
"2767",2023-12-25 18:05:21,"Mon","Dec",25,2023,18,5
"2768",2023-12-25 17:38:02,"Mon","Dec",25,2023,17,38
"2769",2023-12-25 17:27:18,"Mon","Dec",25,2023,17,27
"2770",2023-12-25 17:26:16,"Mon","Dec",25,2023,17,26
"2771",2023-12-25 15:31:29,"Mon","Dec",25,2023,15,31
"2772",2023-12-25 11:31:51,"Mon","Dec",25,2023,11,31
"2773",2023-12-25 07:31:42,"Mon","Dec",25,2023,7,31
"2774",2023-12-25 01:49:24,"Mon","Dec",25,2023,1,49
"2775",2023-12-25 01:03:21,"Mon","Dec",25,2023,1,3
"2776",2023-12-25 01:00:34,"Mon","Dec",25,2023,1,0
"2777",2023-12-24 21:56:50,"Sun","Dec",24,2023,21,56
"2778",2023-12-24 15:32:30,"Sun","Dec",24,2023,15,32
"2779",2023-12-23 18:31:26,"Sat","Dec",23,2023,18,31
"2780",2023-12-23 16:59:36,"Sat","Dec",23,2023,16,59
"2781",2023-12-23 16:48:59,"Sat","Dec",23,2023,16,48
"2782",2023-12-23 16:19:52,"Sat","Dec",23,2023,16,19
"2783",2023-12-23 16:01:02,"Sat","Dec",23,2023,16,1
"2784",2023-12-23 15:02:47,"Sat","Dec",23,2023,15,2
"2785",2023-12-23 03:23:24,"Sat","Dec",23,2023,3,23
"2786",2023-12-22 22:26:06,"Fri","Dec",22,2023,22,26
"2787",2023-12-22 21:00:12,"Fri","Dec",22,2023,21,0
"2788",2023-12-22 19:32:09,"Fri","Dec",22,2023,19,32
"2789",2023-12-22 18:03:49,"Fri","Dec",22,2023,18,3
"2790",2023-12-22 16:25:45,"Fri","Dec",22,2023,16,25
"2791",2023-12-22 12:43:55,"Fri","Dec",22,2023,12,43
"2792",2023-12-22 03:41:21,"Fri","Dec",22,2023,3,41
"2793",2023-12-21 18:22:00,"Thu","Dec",21,2023,18,22
"2794",2023-12-22 03:34:17,"Fri","Dec",22,2023,3,34
"2795",2023-12-22 03:23:21,"Fri","Dec",22,2023,3,23
"2796",2023-12-21 23:48:43,"Thu","Dec",21,2023,23,48
"2797",2023-12-21 23:18:08,"Thu","Dec",21,2023,23,18
"2798",2023-12-21 23:17:33,"Thu","Dec",21,2023,23,17
"2799",2023-12-21 23:01:15,"Thu","Dec",21,2023,23,1
"2800",2023-12-21 21:55:29,"Thu","Dec",21,2023,21,55
"2801",2023-12-21 19:11:07,"Thu","Dec",21,2023,19,11
"2802",2023-12-21 18:27:24,"Thu","Dec",21,2023,18,27
"2803",2023-12-21 15:26:28,"Thu","Dec",21,2023,15,26
"2804",2023-12-21 15:03:26,"Thu","Dec",21,2023,15,3
"2805",2023-12-21 15:02:01,"Thu","Dec",21,2023,15,2
"2806",2023-12-21 15:01:54,"Thu","Dec",21,2023,15,1
"2807",2023-12-21 14:51:44,"Thu","Dec",21,2023,14,51
"2808",2023-12-21 13:32:32,"Thu","Dec",21,2023,13,32
"2809",2023-12-21 11:18:31,"Thu","Dec",21,2023,11,18
"2810",2023-12-21 10:04:18,"Thu","Dec",21,2023,10,4
"2811",2023-12-21 10:01:12,"Thu","Dec",21,2023,10,1
"2812",2023-12-21 09:41:47,"Thu","Dec",21,2023,9,41
"2813",2023-12-21 09:40:55,"Thu","Dec",21,2023,9,40
"2814",2023-12-21 08:53:22,"Thu","Dec",21,2023,8,53
"2815",2023-12-21 08:52:52,"Thu","Dec",21,2023,8,52
"2816",2023-12-20 18:22:00,"Wed","Dec",20,2023,18,22
"2817",2023-12-21 00:27:57,"Thu","Dec",21,2023,0,27
"2818",2023-12-20 23:23:21,"Wed","Dec",20,2023,23,23
"2819",2023-12-20 23:13:51,"Wed","Dec",20,2023,23,13
"2820",2023-12-20 21:03:52,"Wed","Dec",20,2023,21,3
"2821",2023-12-20 18:47:58,"Wed","Dec",20,2023,18,47
"2822",2023-12-20 18:03:03,"Wed","Dec",20,2023,18,3
"2823",2023-12-20 17:44:33,"Wed","Dec",20,2023,17,44
"2824",2023-12-20 16:56:18,"Wed","Dec",20,2023,16,56
"2825",2023-12-20 12:51:12,"Wed","Dec",20,2023,12,51
"2826",2023-12-20 12:02:10,"Wed","Dec",20,2023,12,2
"2827",2023-12-20 10:48:14,"Wed","Dec",20,2023,10,48
"2828",2023-12-20 10:31:59,"Wed","Dec",20,2023,10,31
"2829",2023-12-20 07:51:30,"Wed","Dec",20,2023,7,51
"2830",2023-12-20 03:08:15,"Wed","Dec",20,2023,3,8
"2831",2023-12-19 23:01:48,"Tue","Dec",19,2023,23,1
"2832",2023-12-19 17:05:11,"Tue","Dec",19,2023,17,5
"2833",2023-12-19 21:00:05,"Tue","Dec",19,2023,21,0
"2834",2023-12-19 20:49:06,"Tue","Dec",19,2023,20,49
"2835",2023-12-19 19:44:07,"Tue","Dec",19,2023,19,44
"2836",2023-12-19 18:53:17,"Tue","Dec",19,2023,18,53
"2837",2023-12-19 18:37:46,"Tue","Dec",19,2023,18,37
"2838",2023-12-19 18:09:39,"Tue","Dec",19,2023,18,9
"2839",2023-12-19 18:04:44,"Tue","Dec",19,2023,18,4
"2840",2023-12-19 15:31:35,"Tue","Dec",19,2023,15,31
"2841",2023-12-19 13:01:37,"Tue","Dec",19,2023,13,1
"2842",2023-12-19 06:10:01,"Tue","Dec",19,2023,6,10
"2843",2023-12-19 00:16:59,"Tue","Dec",19,2023,0,16
"2844",2023-12-18 23:13:56,"Mon","Dec",18,2023,23,13
"2845",2023-12-18 21:37:10,"Mon","Dec",18,2023,21,37
"2846",2023-12-18 16:56:07,"Mon","Dec",18,2023,16,56
"2847",2023-12-18 16:01:44,"Mon","Dec",18,2023,16,1
"2848",2023-12-18 15:30:20,"Mon","Dec",18,2023,15,30
"2849",2023-12-18 15:21:24,"Mon","Dec",18,2023,15,21
"2850",2023-12-18 15:21:10,"Mon","Dec",18,2023,15,21
"2851",2023-12-18 15:05:10,"Mon","Dec",18,2023,15,5
"2852",2023-12-18 14:54:53,"Mon","Dec",18,2023,14,54
"2853",2023-12-18 14:28:58,"Mon","Dec",18,2023,14,28
"2854",2023-12-18 14:06:48,"Mon","Dec",18,2023,14,6
"2855",2023-12-18 14:05:39,"Mon","Dec",18,2023,14,5
"2856",2023-12-18 14:01:48,"Mon","Dec",18,2023,14,1
"2857",2023-12-18 13:02:01,"Mon","Dec",18,2023,13,2
"2858",2023-12-18 06:41:43,"Mon","Dec",18,2023,6,41
"2859",2023-12-18 06:38:02,"Mon","Dec",18,2023,6,38
"2860",2023-12-18 01:00:21,"Mon","Dec",18,2023,1,0
"2861",2023-12-17 21:40:13,"Sun","Dec",17,2023,21,40
"2862",2023-12-17 17:01:32,"Sun","Dec",17,2023,17,1
"2863",2023-12-17 15:56:59,"Sun","Dec",17,2023,15,56
"2864",2023-12-17 14:25:59,"Sun","Dec",17,2023,14,25
"2865",2023-12-17 13:02:12,"Sun","Dec",17,2023,13,2
"2866",2023-12-17 02:08:15,"Sun","Dec",17,2023,2,8
"2867",2023-12-16 23:48:32,"Sat","Dec",16,2023,23,48
"2868",2023-12-16 22:53:51,"Sat","Dec",16,2023,22,53
"2869",2023-12-16 22:17:38,"Sat","Dec",16,2023,22,17
"2870",2023-12-16 19:25:29,"Sat","Dec",16,2023,19,25
"2871",2023-12-16 17:54:37,"Sat","Dec",16,2023,17,54
"2872",2023-12-16 17:51:21,"Sat","Dec",16,2023,17,51
"2873",2023-12-16 17:18:14,"Sat","Dec",16,2023,17,18
"2874",2023-12-16 15:04:40,"Sat","Dec",16,2023,15,4
"2875",2023-12-16 15:04:39,"Sat","Dec",16,2023,15,4
"2876",2023-12-16 14:15:09,"Sat","Dec",16,2023,14,15
"2877",2023-12-16 12:09:30,"Sat","Dec",16,2023,12,9
"2878",2023-12-16 07:18:21,"Sat","Dec",16,2023,7,18
"2879",2023-12-16 03:32:11,"Sat","Dec",16,2023,3,32
"2880",2023-12-16 02:59:27,"Sat","Dec",16,2023,2,59
"2881",2023-12-16 02:56:49,"Sat","Dec",16,2023,2,56
"2882",2023-12-16 02:02:09,"Sat","Dec",16,2023,2,2
"2883",2023-12-15 17:52:06,"Fri","Dec",15,2023,17,52
"2884",2023-12-15 16:01:23,"Fri","Dec",15,2023,16,1
"2885",2023-12-15 15:55:58,"Fri","Dec",15,2023,15,55
"2886",2023-12-15 15:34:07,"Fri","Dec",15,2023,15,34
"2887",2023-12-15 14:56:51,"Fri","Dec",15,2023,14,56
"2888",2023-12-15 14:29:07,"Fri","Dec",15,2023,14,29
"2889",2023-12-15 13:01:38,"Fri","Dec",15,2023,13,1
"2890",2023-12-15 12:56:53,"Fri","Dec",15,2023,12,56
"2891",2023-12-15 09:01:47,"Fri","Dec",15,2023,9,1
"2892",2023-12-15 04:21:53,"Fri","Dec",15,2023,4,21
"2893",2023-12-15 04:17:03,"Fri","Dec",15,2023,4,17
"2894",2023-12-15 04:13:03,"Fri","Dec",15,2023,4,13
"2895",2023-12-15 04:07:14,"Fri","Dec",15,2023,4,7
"2896",2023-12-15 04:02:25,"Fri","Dec",15,2023,4,2
"2897",2023-12-14 23:10:00,"Thu","Dec",14,2023,23,10
"2898",2023-12-14 21:50:10,"Thu","Dec",14,2023,21,50
"2899",2023-12-14 17:34:11,"Thu","Dec",14,2023,17,34
"2900",2023-12-14 17:33:37,"Thu","Dec",14,2023,17,33
"2901",2023-12-14 17:08:11,"Thu","Dec",14,2023,17,8
"2902",2023-12-14 16:49:05,"Thu","Dec",14,2023,16,49
"2903",2023-12-14 15:56:23,"Thu","Dec",14,2023,15,56
"2904",2023-12-14 15:25:10,"Thu","Dec",14,2023,15,25
"2905",2023-12-14 15:16:15,"Thu","Dec",14,2023,15,16
"2906",2023-12-14 15:00:52,"Thu","Dec",14,2023,15,0
"2907",2023-12-14 14:05:17,"Thu","Dec",14,2023,14,5
"2908",2023-12-14 14:04:33,"Thu","Dec",14,2023,14,4
"2909",2023-12-14 11:51:59,"Thu","Dec",14,2023,11,51
"2910",2023-12-14 09:29:11,"Thu","Dec",14,2023,9,29
"2911",2023-12-14 02:03:58,"Thu","Dec",14,2023,2,3
"2912",2023-12-13 23:01:29,"Wed","Dec",13,2023,23,1
"2913",2023-12-13 22:34:12,"Wed","Dec",13,2023,22,34
"2914",2023-12-13 21:08:34,"Wed","Dec",13,2023,21,8
"2915",2023-12-13 19:44:56,"Wed","Dec",13,2023,19,44
"2916",2023-12-13 18:37:41,"Wed","Dec",13,2023,18,37
"2917",2023-12-13 17:20:40,"Wed","Dec",13,2023,17,20
"2918",2023-12-13 16:33:45,"Wed","Dec",13,2023,16,33
"2919",2023-12-13 16:09:41,"Wed","Dec",13,2023,16,9
"2920",2023-12-13 15:28:17,"Wed","Dec",13,2023,15,28
"2921",2023-12-13 15:15:25,"Wed","Dec",13,2023,15,15
"2922",2023-12-13 11:00:25,"Wed","Dec",13,2023,11,0
"2923",2023-12-13 08:00:35,"Wed","Dec",13,2023,8,0
"2924",2023-12-13 03:33:26,"Wed","Dec",13,2023,3,33
"2925",2023-12-13 02:45:34,"Wed","Dec",13,2023,2,45
"2926",2023-12-13 01:40:17,"Wed","Dec",13,2023,1,40
"2927",2023-12-12 23:54:07,"Tue","Dec",12,2023,23,54
"2928",2023-12-13 01:22:02,"Wed","Dec",13,2023,1,22
"2929",2023-12-12 23:01:08,"Tue","Dec",12,2023,23,1
"2930",2023-12-12 21:54:25,"Tue","Dec",12,2023,21,54
"2931",2023-12-12 17:31:47,"Tue","Dec",12,2023,17,31
"2932",2023-12-12 18:10:02,"Tue","Dec",12,2023,18,10
"2933",2023-12-12 16:33:40,"Tue","Dec",12,2023,16,33
"2934",2023-12-12 15:08:15,"Tue","Dec",12,2023,15,8
"2935",2023-12-11 18:22:00,"Mon","Dec",11,2023,18,22
"2936",2023-12-12 02:15:20,"Tue","Dec",12,2023,2,15
"2937",2023-12-11 23:49:00,"Mon","Dec",11,2023,23,49
"2938",2023-12-11 23:48:41,"Mon","Dec",11,2023,23,48
"2939",2023-12-11 22:24:00,"Mon","Dec",11,2023,22,24
"2940",2023-12-11 21:18:37,"Mon","Dec",11,2023,21,18
"2941",2023-12-11 20:10:56,"Mon","Dec",11,2023,20,10
"2942",2023-12-11 19:00:03,"Mon","Dec",11,2023,19,0
"2943",2023-12-11 17:29:51,"Mon","Dec",11,2023,17,29
"2944",2023-12-11 15:33:43,"Mon","Dec",11,2023,15,33
"2945",2023-12-11 15:33:14,"Mon","Dec",11,2023,15,33
"2946",2023-12-11 15:00:51,"Mon","Dec",11,2023,15,0
"2947",2023-12-11 01:00:18,"Mon","Dec",11,2023,1,0
"2948",2023-12-11 00:47:40,"Mon","Dec",11,2023,0,47
"2949",2023-12-10 22:20:38,"Sun","Dec",10,2023,22,20
"2950",2023-12-10 10:28:56,"Sun","Dec",10,2023,10,28
"2951",2023-12-09 21:03:59,"Sat","Dec",9,2023,21,3
"2952",2023-12-09 18:02:18,"Sat","Dec",9,2023,18,2
"2953",2023-12-09 15:30:53,"Sat","Dec",9,2023,15,30
"2954",2023-12-09 15:24:09,"Sat","Dec",9,2023,15,24
"2955",2023-12-09 15:12:27,"Sat","Dec",9,2023,15,12
"2956",2023-12-09 01:06:13,"Sat","Dec",9,2023,1,6
"2957",2023-12-08 19:31:40,"Fri","Dec",8,2023,19,31
"2958",2023-12-08 19:01:14,"Fri","Dec",8,2023,19,1
"2959",2023-12-08 18:37:40,"Fri","Dec",8,2023,18,37
"2960",2023-12-08 17:33:24,"Fri","Dec",8,2023,17,33
"2961",2023-12-08 17:32:59,"Fri","Dec",8,2023,17,32
"2962",2023-12-08 15:04:22,"Fri","Dec",8,2023,15,4
"2963",2023-12-08 14:49:53,"Fri","Dec",8,2023,14,49
"2964",2023-12-08 14:30:44,"Fri","Dec",8,2023,14,30
"2965",2023-12-08 14:07:23,"Fri","Dec",8,2023,14,7
"2966",2023-12-08 12:47:41,"Fri","Dec",8,2023,12,47
"2967",2023-12-08 11:16:06,"Fri","Dec",8,2023,11,16
"2968",2023-12-08 05:01:49,"Fri","Dec",8,2023,5,1
"2969",2023-12-08 05:00:57,"Fri","Dec",8,2023,5,0
"2970",2023-12-08 01:46:08,"Fri","Dec",8,2023,1,46
"2971",2023-12-08 00:32:42,"Fri","Dec",8,2023,0,32
"2972",2023-12-08 00:04:41,"Fri","Dec",8,2023,0,4
"2973",2023-12-07 19:51:09,"Thu","Dec",7,2023,19,51
"2974",2023-12-07 19:25:18,"Thu","Dec",7,2023,19,25
"2975",2023-12-07 19:22:57,"Thu","Dec",7,2023,19,22
"2976",2023-12-07 18:59:45,"Thu","Dec",7,2023,18,59
"2977",2023-12-07 17:33:49,"Thu","Dec",7,2023,17,33
"2978",2023-12-07 16:52:47,"Thu","Dec",7,2023,16,52
"2979",2023-12-07 15:07:08,"Thu","Dec",7,2023,15,7
"2980",2023-12-07 10:12:02,"Thu","Dec",7,2023,10,12
"2981",2023-12-07 06:26:01,"Thu","Dec",7,2023,6,26
"2982",2023-12-07 06:25:50,"Thu","Dec",7,2023,6,25
"2983",2023-12-07 01:45:07,"Thu","Dec",7,2023,1,45
"2984",2023-12-06 21:50:25,"Wed","Dec",6,2023,21,50
"2985",2023-12-06 21:04:11,"Wed","Dec",6,2023,21,4
"2986",2023-12-06 20:26:21,"Wed","Dec",6,2023,20,26
"2987",2023-12-06 19:11:37,"Wed","Dec",6,2023,19,11
"2988",2023-12-06 19:05:00,"Wed","Dec",6,2023,19,5
"2989",2023-12-06 18:06:29,"Wed","Dec",6,2023,18,6
"2990",2023-12-06 18:06:07,"Wed","Dec",6,2023,18,6
"2991",2023-12-06 08:02:07,"Wed","Dec",6,2023,8,2
"2992",2023-12-06 06:40:26,"Wed","Dec",6,2023,6,40
"2993",2023-12-06 06:22:50,"Wed","Dec",6,2023,6,22
"2994",2023-12-06 05:35:50,"Wed","Dec",6,2023,5,35
"2995",2023-12-06 01:08:46,"Wed","Dec",6,2023,1,8
"2996",2023-12-06 00:17:47,"Wed","Dec",6,2023,0,17
"2997",2023-12-05 23:47:04,"Tue","Dec",5,2023,23,47
"2998",2023-12-05 23:01:31,"Tue","Dec",5,2023,23,1
"2999",2023-12-05 22:00:25,"Tue","Dec",5,2023,22,0
"3000",2023-12-05 20:45:32,"Tue","Dec",5,2023,20,45
"3001",2023-12-05 20:44:22,"Tue","Dec",5,2023,20,44
"3002",2023-12-05 20:44:22,"Tue","Dec",5,2023,20,44
"3003",2023-12-05 20:30:53,"Tue","Dec",5,2023,20,30
"3004",2023-12-05 17:04:12,"Tue","Dec",5,2023,17,4
"3005",2023-12-05 20:21:49,"Tue","Dec",5,2023,20,21
"3006",2023-12-05 20:20:48,"Tue","Dec",5,2023,20,20
"3007",2023-12-05 20:19:09,"Tue","Dec",5,2023,20,19
"3008",2023-12-05 20:17:59,"Tue","Dec",5,2023,20,17
"3009",2023-12-05 19:02:01,"Tue","Dec",5,2023,19,2
"3010",2023-12-05 17:31:12,"Tue","Dec",5,2023,17,31
"3011",2023-12-05 16:31:09,"Tue","Dec",5,2023,16,31
"3012",2023-12-05 14:18:48,"Tue","Dec",5,2023,14,18
"3013",2023-12-05 14:18:33,"Tue","Dec",5,2023,14,18
"3014",2023-12-05 14:00:34,"Tue","Dec",5,2023,14,0
"3015",2023-12-05 13:58:52,"Tue","Dec",5,2023,13,58
"3016",2023-12-05 12:47:27,"Tue","Dec",5,2023,12,47
"3017",2023-12-05 08:16:08,"Tue","Dec",5,2023,8,16
"3018",2023-12-05 06:22:26,"Tue","Dec",5,2023,6,22
"3019",2023-12-05 01:43:11,"Tue","Dec",5,2023,1,43
"3020",2023-12-04 23:01:55,"Mon","Dec",4,2023,23,1
"3021",2023-12-04 22:10:08,"Mon","Dec",4,2023,22,10
"3022",2023-12-04 22:00:57,"Mon","Dec",4,2023,22,0
"3023",2023-12-04 21:05:05,"Mon","Dec",4,2023,21,5
"3024",2023-12-04 21:01:20,"Mon","Dec",4,2023,21,1
"3025",2023-12-04 19:51:33,"Mon","Dec",4,2023,19,51
"3026",2023-12-04 18:21:56,"Mon","Dec",4,2023,18,21
"3027",2023-12-04 18:00:07,"Mon","Dec",4,2023,18,0
"3028",2023-12-04 17:46:10,"Mon","Dec",4,2023,17,46
"3029",2023-12-04 17:37:50,"Mon","Dec",4,2023,17,37
"3030",2023-12-04 17:04:03,"Mon","Dec",4,2023,17,4
"3031",2023-12-04 16:57:57,"Mon","Dec",4,2023,16,57
"3032",2023-12-04 16:16:20,"Mon","Dec",4,2023,16,16
"3033",2023-12-04 16:02:02,"Mon","Dec",4,2023,16,2
"3034",2023-12-04 15:53:09,"Mon","Dec",4,2023,15,53
"3035",2023-12-04 15:48:47,"Mon","Dec",4,2023,15,48
"3036",2023-12-04 13:11:15,"Mon","Dec",4,2023,13,11
"3037",2023-12-04 06:52:58,"Mon","Dec",4,2023,6,52
"3038",2023-12-04 01:24:28,"Mon","Dec",4,2023,1,24
"3039",2023-12-04 01:18:06,"Mon","Dec",4,2023,1,18
"3040",2023-12-04 01:00:21,"Mon","Dec",4,2023,1,0
"3041",2023-12-04 00:37:25,"Mon","Dec",4,2023,0,37
"3042",2023-12-04 00:36:38,"Mon","Dec",4,2023,0,36
"3043",2023-12-03 20:25:39,"Sun","Dec",3,2023,20,25
"3044",2023-12-03 03:16:11,"Sun","Dec",3,2023,3,16
"3045",2023-12-02 21:06:26,"Sat","Dec",2,2023,21,6
"3046",2023-12-02 15:04:25,"Sat","Dec",2,2023,15,4
"3047",2023-12-02 10:22:02,"Sat","Dec",2,2023,10,22
"3048",2023-12-02 08:25:30,"Sat","Dec",2,2023,8,25
"3049",2023-12-02 06:40:02,"Sat","Dec",2,2023,6,40
"3050",2023-12-02 06:22:42,"Sat","Dec",2,2023,6,22
"3051",2023-12-02 04:39:47,"Sat","Dec",2,2023,4,39
"3052",2023-12-02 02:14:29,"Sat","Dec",2,2023,2,14
"3053",2023-12-01 22:27:40,"Fri","Dec",1,2023,22,27
"3054",2023-12-01 19:24:59,"Fri","Dec",1,2023,19,24
"3055",2023-12-01 17:47:30,"Fri","Dec",1,2023,17,47
"3056",2023-12-01 16:38:35,"Fri","Dec",1,2023,16,38
"3057",2023-12-01 16:30:39,"Fri","Dec",1,2023,16,30
"3058",2023-12-01 16:30:23,"Fri","Dec",1,2023,16,30
"3059",2023-12-01 16:15:14,"Fri","Dec",1,2023,16,15
"3060",2023-12-01 15:52:50,"Fri","Dec",1,2023,15,52
"3061",2023-12-01 14:11:41,"Fri","Dec",1,2023,14,11
"3062",2023-12-01 12:49:53,"Fri","Dec",1,2023,12,49
"3063",2023-12-01 10:18:02,"Fri","Dec",1,2023,10,18
"3064",2023-12-01 04:57:33,"Fri","Dec",1,2023,4,57
"3065",2023-11-30 22:34:04,"Thu","Nov",30,2023,22,34
"3066",2023-11-30 22:28:40,"Thu","Nov",30,2023,22,28
"3067",2023-11-30 22:21:59,"Thu","Nov",30,2023,22,21
"3068",2023-11-30 22:03:12,"Thu","Nov",30,2023,22,3
"3069",2023-11-30 22:04:26,"Thu","Nov",30,2023,22,4
"3070",2023-11-30 21:19:51,"Thu","Nov",30,2023,21,19
"3071",2023-11-30 20:24:32,"Thu","Nov",30,2023,20,24
"3072",2023-11-30 20:15:44,"Thu","Nov",30,2023,20,15
"3073",2023-11-30 19:57:35,"Thu","Nov",30,2023,19,57
"3074",2023-11-30 19:56:09,"Thu","Nov",30,2023,19,56
"3075",2023-11-30 19:01:35,"Thu","Nov",30,2023,19,1
"3076",2023-11-30 18:37:36,"Thu","Nov",30,2023,18,37
"3077",2023-11-30 18:11:26,"Thu","Nov",30,2023,18,11
"3078",2023-11-30 15:56:18,"Thu","Nov",30,2023,15,56
"3079",2023-11-30 15:56:18,"Thu","Nov",30,2023,15,56
"3080",2023-11-30 15:52:12,"Thu","Nov",30,2023,15,52
"3081",2023-11-30 15:01:20,"Thu","Nov",30,2023,15,1
"3082",2023-11-30 12:32:50,"Thu","Nov",30,2023,12,32
"3083",2023-11-30 07:38:18,"Thu","Nov",30,2023,7,38
"3084",2023-11-30 01:41:43,"Thu","Nov",30,2023,1,41
"3085",2023-11-29 22:20:08,"Wed","Nov",29,2023,22,20
"3086",2023-11-29 19:12:22,"Wed","Nov",29,2023,19,12
"3087",2023-11-29 17:50:37,"Wed","Nov",29,2023,17,50
"3088",2023-11-29 16:56:43,"Wed","Nov",29,2023,16,56
"3089",2023-11-29 14:01:04,"Wed","Nov",29,2023,14,1
"3090",2023-11-29 12:48:53,"Wed","Nov",29,2023,12,48
"3091",2023-11-29 08:50:32,"Wed","Nov",29,2023,8,50
"3092",2023-11-29 08:00:45,"Wed","Nov",29,2023,8,0
"3093",2023-11-29 06:13:13,"Wed","Nov",29,2023,6,13
"3094",2023-11-29 06:06:43,"Wed","Nov",29,2023,6,6
"3095",2023-11-29 05:58:20,"Wed","Nov",29,2023,5,58
"3096",2023-11-29 00:48:42,"Wed","Nov",29,2023,0,48
"3097",2023-11-29 00:24:03,"Wed","Nov",29,2023,0,24
"3098",2023-11-28 23:02:02,"Tue","Nov",28,2023,23,2
"3099",2023-11-28 22:34:09,"Tue","Nov",28,2023,22,34
"3100",2023-11-28 22:00:20,"Tue","Nov",28,2023,22,0
"3101",2023-11-28 19:48:24,"Tue","Nov",28,2023,19,48
"3102",2023-11-28 20:01:26,"Tue","Nov",28,2023,20,1
"3103",2023-11-28 18:14:39,"Tue","Nov",28,2023,18,14
