"","MarketID","MarketSize","LocationID","AgeOfStore","Promotion","week","SalesInThousands"
"535",10,"Large",917,14,"3",3,132.80212198086
"536",10,"Large",917,14,"3",4,94.6829146197086
"537",10,"Large",918,6,"1",1,77.2435706853541
"538",10,"Large",918,6,"1",2,120.592699872328
"539",10,"Large",918,6,"1",3,118.118203289028
"540",10,"Large",918,6,"1",4,119.030552082338
"541",10,"Large",919,2,"1",1,120.525252659094
"542",10,"Large",919,2,"1",2,119.539373490615
"543",10,"Large",919,2,"1",3,99.5772403700803
"544",10,"Large",919,2,"1",4,106.2918138142
"545",10,"Large",920,14,"2",1,69.2129054116551
"546",10,"Large",920,14,"2",2,171.336836265866
"547",10,"Large",920,14,"2",3,3.51460023073169
"548",10,"Large",920,14,"2",4,146.228568162853
